,linkPoster,name,role,time,content,content_img,react_list,comment,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0
406,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 19:59,Nghe đồn đâu đây lớp 24CBC1 có biến căng,No picture,"{'Thích': '16', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '7', 'Wow': '13', 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ni Ni', 'content': 'Content thôi'}, {'name': 'Nguyen Thanh Hang', 'content': 'Nguyen Thanh Hang Ni Ni content mai k nộp bài bị đuổi khỏi lớp'}, {'name': 'Ni Ni', 'content': 'Ni Ni Nguyen Thanh Hang nói câu mà tắt cười luôn ê'}, {'name': 'Quynh Anh', 'content': 'Ni Ni hóng content mà cup thi hả ??'}, {'name': 'Ni Ni', 'content': 'Quynh Anh ý là giờ chưa có chữ đui mô mai bị đuổi đó m'}, {'name': 'Minh Chau', 'content': 'ủa có hả taaaaaa'}, {'name': 'Ngọc Annh', 'content': 'Ngọc Annh Minh Chau có vụ c châu cắm sừng lần chục a á'}, {'name': 'Minh Chau', 'content': 'Ngọc Annh không có bằng chứng thì im lặng'}, {'name': 'Phương Phan', 'content': 'Minh Chau trời ơi em v luôn à Châu'}, {'name': 'Phương Phan', 'content': 'Tất cả chỉ là content'}, {'name': 'Minh Chau', 'content': 'Phương Phan thiệt hongg'}, {'name': 'Phương Phan', 'content': 'Minh Chau tui đạo diễn mà bà'}, {'name': 'Nguyen Thanh Hang', 'content': 'xin lỗi vì b Minh Chau lớp tui quen hơi nhìu a 1 lần'}, {'name': 'Minh Chau', 'content': 'Nguyen Thanh Hang'}, {'name': 'Nguyễn Triều Vy', 'content': 'wao Nhã Uyên'}, {'name': 'Nhã Uyên', 'content': 'Nguyễn Triều Vy hóng'}, {'name': 'Trần Phương Uyên', 'content': 'Hóng'}, {'name': 'Minh Chau', 'content': 'Trần Phương Uyên bạn hay hóng vậy ạ'}, {'name': 'Trần Phương Uyên', 'content': 'Minh Chau tui nhìu chịn mà bà'}]",200.0,198.0,182.0,157.0,70.0
407,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 19:43,Ở đây có ai đki thi blx khoá 42 k ạ . Bài mình hỏi xíu với nha,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Thị Lan Vy', 'content': '.'}]",201.0,199.0,183.0,158.0,71.0
408,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 14:46,môn chủ nghĩa xã hội khoa học học ai dễ qua ạa,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,202.0,200.0,184.0,159.0,72.0
409,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 14:40,"Chung nhóm làm bài mà không kết bạn zalo thì cũng có sao đâu vẫn nhắn được như bình thường mà tại sao lại có người đem cái vấn đề này ra kêu làm vậy là không tôn trọng hay chảnh vậy? Zalo mình chỉ muốn kết bạn với gia đình, bạn bè, người thân hay bạn bè thân thiết, công việc này nọ thôi. Bạn gửi  lmkb mà mình không đồng ý thì đó cũng là chuyện bình thường đừng có mà sồn sồn lên bảo chảnh chọe này nọ hay bất lịch sự nữa. Đơn giản là mình không muốn làm bạn với bạn, như vậy đã hài lòng chưa hả má, bớt sunsee đi cho đời thêm đẹp nha",No picture,"{'Thích': '7', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,203.0,201.0,185.0,160.0,73.0
410,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 14:39,"Con gái xỏ khuyên nhiều là có sao hả mn, mình mới biết bạn cùng lớp nấu xói mình kêu mình nhìn ăn chơi, hu hong chỉ vì cái vẻ ngoài của mình. Trong khi mình là một đứa con gái ngoan chính hiệu. Mình chỉ dùng việc xỏ khuyên để chữa lành, giảm stress của bản thân thôi. Khi nào cảm thấy cuộc sống quá mệt mỏi hay áp lực mình sẽ xỏ khuyên, điều đó mình cảm thấy tốt hơn. Hiện tại mình mới có 10 lỗ xỏ mà bạn ấy đã kêu mình ăn chơi rồi 
) đúng là bạn ấy cần học cái câu: “Đừng đánh giá người khác qua vẻ bề ngoài của họ”",No picture,"{'Thích': '6', 'Yêu thích': '7', 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '3', 'Phẫn nộ': 0}","[{'name': 'Hân Nguyễn', 'content': 'Me too 🙂\u200d↕️'}, {'name': 'Thu Hương', 'content': 'Áp dụng công thức này đy pà'}, {'name': 'Minh Đức', 'content': 'For u'}, {'name': 'Mai Phương', 'content': 'Ý là mình bỏ tiền mình xỏ cho mình có xỏ cho các bạn mô'}, {'name': 'Thinh Nguyen', 'content': 'Tao con trai còn xỏ khuyên nhiều hơn con gái đây'}, {'name': 'Minh Nguyệt', 'content': 'Xỏ thêm 10 lỗ cho bạn lóa mắt chơi nè'}, {'name': 'Xuân Trường', 'content': 'Minh Nguyệt có 2 lỗ mà các bạn đã phán xét mình rồi'}, {'name': 'Minh Nguyệt', 'content': 'Xuân Trường mình xiên bạn luôn chứ mình không có xỏ nữa'}, {'name': 'Thư Thư', 'content': 'Bạn xỏ ở đâu vậy ạ ? Mình cũm mún xỏ nhmà hong biết chỗ nào xỏ'}]",204.0,202.0,186.0,161.0,74.0
411,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 14:39,Trai trường mình khoa nào đẹp gái nhất vậy anh chị,No picture,"{'Thích': '14', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '13', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Huy Hoàng', 'content': 'khoa ngữ văn nhưng đẹp gái nhất là gái ngành quan hệ công chúng nhất là 4 bạn Ly, Vy, Ngân, Hương nhưng đặc biệt là bạn DŨng'}, {'name': 'Huy Hoàng', 'content': 'Huy Hoàng Quang Dũng :)))'}, {'name': 'Vy Nguyen', 'content': 'vô nghe Hoàng nói khùm nói điên nè Nguyễn Khánh LyTran B. NganPhan Nguyễn Sông Hương'}, {'name': 'Phan Nguyễn Sông Hương', 'content': 'Vy Nguyen thấy nói cx đúng'}, {'name': 'Huy Hoàng', 'content': 'Vy Nguyen bạn Nguyễn Duy ghi đó tôi vô tội'}, {'name': 'Nguyễn Khánh Ly', 'content': 'Vy Nguyen chắc mới chơi đá xong'}, {'name': 'Vương Hợp', 'content': 'Nói giận là ngựa :))'}, {'name': 'Hương Đinh', 'content': 'Trai mà đẹp gái là sao fen'}, {'name': 'Hồng Hạnh', 'content': 'Khoa Sinh'}, {'name': 'Thanh Phương', 'content': 'hả'}, {'name': 'Nguyễn Thảo Nguyên', 'content': 'Thanh Phương chắc khoa tâm lí hay răn mà hả'}, {'name': 'Trương Văn Sang', 'content': 'Thuận Ngọc Trường hỏi chị này:)'}, {'name': 'Thuận Ngọc Trường', 'content': 'Trương Văn Sang Khoa Ngữ văn, cụ thể là chị Sang 24SNV1'}, {'name': 'Đặng Chanh', 'content': 'Trương Văn Sang mi đớ'}, {'name': 'Đặng Chanh', 'content': 'Khoa ngữ văn nhiều gái cink( trừ t) còn lại ai t cụng thấy cink hết'}, {'name': 'Thùy Dươngg', 'content': 'Đặng Chanh t xink khom'}, {'name': 'Đặng Chanh', 'content': 'Thùy Dươngg coá'}, {'name': 'Nguyễn Trọng', 'content': 'Khoa nghệ thuật có anh Lâm Bảo đẹp gái từ trong trứng á em'}, {'name': 'Lâm Bảo', 'content': 'Nguyễn Trọng em tốt bụng không đúng chỗ nha Trọng. Anh nhắc em!'}, {'name': 'Nguyễn Trọng', 'content': 'Lâm Bảo nói rứa cho em có bồ chơi chớ'}]",205.0,203.0,187.0,162.0,75.0
412,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 14:39,"Mn nghĩ sao về bạn nam ngoại hình không ưa nhìn, hay có thể là xấu mà còn không có nhiều tiền. Nhma tính cách tốt… tốt có ăn được không ạ ",No picture,"{'Thích': '8', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '4', 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}","[{'name': 'Diễm My', 'content': 'Tốt = tử tế tinh tế là dc'}, {'name': 'Nhut Tran', 'content': 'Là muốn giàu để ăn thôi chứ'}, {'name': 'Nguyễn Thị Lan Vy', 'content': 'không'}, {'name': 'Trung Tuan', 'content': 'không'}, {'name': 'Huỳnh Kim Đô', 'content': 'Không'}, {'name': 'Nguyễn Phúc', 'content': 'Huỳnh Kim Đô rành vị shao'}, {'name': 'Huỳnh Kim Đô', 'content': 'chứ còn option nào nữa đâu mà chọn :_('}, {'name': 'Nguyễn Đức Quang', 'content': 'Huỳnh Kim Đô ko sao anh ơi'}, {'name': 'Huỳnh Kim Đô', 'content': 'Nguyễn Đức Quang sòu'}, {'name': 'Kiet Tran Quoc', 'content': 'Huỳnh Kim Đô ra anh nghĩ em vậy :((('}, {'name': 'Huỳnh Kim Đô', 'content': 'Kiet Tran Quoc chúng ta đồng cảnh ngộ'}, {'name': 'Zũ Mộng Mer', 'content': 'Tốt không ăn được, nhưng tốt có thể giúp bạn nhiều thứ lắm (trừ khi bạn sống trong 1 mtr toàn là kẻ sấu).'}, {'name': 'Bếp Nhà Nhi', 'content': 'tử tế là đc điii xem phim k bây'}]",206.0,204.0,188.0,163.0,76.0
413,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 13:49,mấy ac cho e hỏi mấy môn này nên học ai ạ,"{0: 'https://scontent.fdad3-4.fna.fbcdn.net/v/t39.30808-6/466874090_1342810250038993_5793087681946735583_n.jpg?stp=cp6_dst-jpg_p526x296&_nc_cat=101&ccb=1-7&_nc_sid=aa7b47&_nc_eui2=AeE4r2TeWVM74HRxG_PWpiW2A7BjQi9MFssDsGNCL0wWy1heRQkF8fjNwnqobH_hNIkjph0o0kk7m-BGi9l0oMRi&_nc_ohc=Z6Ib-DMsCqUQ7kNvgGtJxjb&_nc_zt=23&_nc_ht=scontent.fdad3-4.fna&_nc_gid=A60aW7m7gyac5Ok-myaIVuI&oh=00_AYAj2NMhI3Nq2xoUw2J0Q_-NGVcnu0Ff-j0aQu6HujP_ig&oe=673FA89D', 1: 'https://static.xx.fbcdn.net/images/emoji.php/v9/t73/1/16/1f979.png'}","{'Thích': '6', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 487', 'content': 'Học môn Triết thầy Lê Đức Tâm nhoo'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Người tham gia ẩn danh 487 thầy như thế nào vậy ạ'}, {'name': 'Người tham gia ẩn danh 487', 'content': 'Người tham gia ẩn danh thầy dễ cực kì, chỉ cần học cuối kì thôi chứ giữa kì thầy chấm dễ'}, {'name': 'Người tham gia ẩn danh 395', 'content': 'Tín ngưỡng và tôn giáo ở việt nam thì nên học ai các ac ơi'}, {'name': 'Anh Huynh', 'content': ''}, {'name': 'Xa Man', 'content': 'Thể dục bóng bàn nho'}, {'name': 'Người tham gia ẩn danh 395', 'content': 'Tin học đại cương thì học thầy cô nào ạ'}, {'name': 'Phương Thùy', 'content': 'Triết thầy Ái nhó'}, {'name': 'Quốc Đạt', 'content': 'Trần Thị Phương Nhi Nguyễn Gia Huy Thùy Linh Huỳnh Nguyên đứa nào hỏi khai lẹ'}, {'name': 'Trần Thị Phương Nhi', 'content': 'Quốc Đạt kakka k bt học ai nênn đăng bài trợ giúp đây'}]",207.0,205.0,189.0,164.0,77.0
414,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 09:13,mn ơi nãy e đi căn tin lúc 8:15-8:20 cs một đám anh ngồi vs nhau cs 1 a đtrai mà e ch kịp xin in4 a đi mất a cs thấy thì chấm nha ( căn tin A6)  a áo đen tóc vàng vàng xù xù,No picture,"{'Thích': '4', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Ni Ni', 'content': ''}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Ni Ni bặn này là ai mà hỗn hỗn khinh mình v'}]",208.0,206.0,190.0,165.0,78.0
415,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 08:04,sáng nay trên đường từ nhà xe tới nhà đa năng em làm rớt thẻ xe có ai nhặt lại đc k ạ cho em xin với ạ,No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả .'}]",209.0,207.0,191.0,166.0,79.0
416,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 00:27,Mình mong đợi vào tiết mục ngáo ngơ vậy mà làm mình thất vọng quá :(((,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,210.0,208.0,192.0,167.0,80.0
417,No link,Người tham gia ẩn danh,Thành viên,13 tháng 11 lúc 00:10,"Mọi người ơi có ai từng mua mĩ phẩm ở Bồ công anh gần trường mình không cho em xin ít review 
Hoặc có tiệm Mỹ phẩm nào uy tín gần trường mình không ạ",No picture,"{'Thích': '1', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Nguyễn Sông Thương', 'content': '50/50\n50 là thật\n50 là giả =)))))'}, {'name': 'Bún Bò Không Hành', 'content': 'Lên hasaki đường âu cơ mua đi bạn'}]",211.0,209.0,193.0,168.0,81.0
418,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 23:17,Cho mình xin in4 bạn Khánh ngành Địa lý học khoá K24 được không ạ... Thích bạn ấy mà không biết bạn ấy có ny chưa,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '11', 'Wow': '2', 'Buồn': 0, 'Phẫn nộ': '1'}","[{'name': 'Nguyễn Thị Yến Nhi', 'content': 'gòi Aghno Ley Thanh TuyềnThái Phan Minh Thảo Bùi Thị Lệ Quyên Dương Hương Giang'}, {'name': 'Bùi Thị Lệ Quyên', 'content': 'Nguyễn Thị Yến Nhi bank mình 500k mình khai địa chỉ nhà'}, {'name': 'Thanh Tuyền', 'content': 'Nguyễn Thị Yến Nhi đã he'}, {'name': 'Thái Phan Minh Thảo', 'content': 'Nguyễn Thị Yến Nhiphải làm răn mình mới hé miệng chớ he=))'}, {'name': 'Dương Hương Giang', 'content': 'Nguyễn Thị Yến Nhi mới vô trg mà hot ghê'}, {'name': 'Nguyễn Tiên', 'content': 'Khánh Nguyên có phải e ko ?'}, {'name': 'Nguyên Khánh', 'content': 'Nguyễn Tiên hong đâu'}, {'name': 'Nguyễn Tiên', 'content': 'Nguyên Khánh có mình e maya'}, {'name': 'Kiệt Bùi', 'content': 'Omg Nguyên Khánh'}, {'name': 'Nguyên Khánh', 'content': 'Kiệt Bùi thấy ghê hong'}, {'name': 'Hữu Đạt', 'content': 'tắt cái ẩn danh đi rồi mình cho nè =))))'}, {'name': 'Minh Thịnh', 'content': 'Nguyên Khánh ồ?'}, {'name': 'Nguyên Khánh', 'content': 'Minh Thịnh omg lun'}]",212.0,210.0,194.0,169.0,82.0
419,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 21:44,Hôm nay em có tiết ở phòng C3 203 vào buổi sáng có để quên dây sạc laptop Lenovo có ai lụm được cho em xin lại với ạ,No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment,213.0,211.0,195.0,170.0,83.0
420,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 20:57,"Ai pass đàn piano or organ giá rẻ k ạ
E có nhu cầu cần để thi vào sp âm nhạc trường mình ạ",No picture,"{'Thích': 0, 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '1', 'Phẫn nộ': 0}",No comment,214.0,212.0,196.0,171.0,84.0
421,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 19:25,Năm mấy là học nghiệp vụ sp đc vậy ạ,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,215.0,213.0,197.0,172.0,85.0
422,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 18:14,b e đc một bạn khác thích tuy b e k thích b đó nhưng b đó tặng quà vẫn nhận thì có sao k nhỉi !!!!,No picture,"{'Thích': '3', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Người tham gia ẩn danh 906', 'content': 'Thật ra k có người bạn nào ở đây hết'}, {'name': 'Người tham gia ẩn danh', 'content': 'Tác giả Người tham gia ẩn danh 906 có nhe'}, {'name': 'Mỹ Kha', 'content': 'bình thường mà'}, {'name': 'Quốc Vũ', 'content': 'Người ta có lòng thì mình có dạ Đúng k bạn Nguyễn Minh Trung'}, {'name': 'Nguyễn Minh Trung', 'content': 'Quốc Vũ người ta có lòng thì mình có bia chớ. Nhậu đi chứ yêu đương gì tầm này'}]",216.0,214.0,198.0,173.0,86.0
423,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 18:13,Dạ mn cho e hỏi xét điểm học bạ năm 2022 vào năm sau được không ạ,No picture,"{'Thích': '2', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}",No comment,217.0,215.0,199.0,174.0,87.0
424,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 16:23,"Yêu bạn ny nhỏ tuổi hơn, không suy nghĩ tương lai, còn đi học hay ảo tưởng tính sao ạ",No picture,"{'Thích': '9', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': '4', 'Phẫn nộ': 0}","[{'name': 'Thiết', 'content': 'Yêu 2 người'}, {'name': 'Quốc Đạt', 'content': 'Hồng Linhh sợ hồng hài nhi'}, {'name': 'Hồng Linhh', 'content': 'Quốc Đạt sợ ơi sợ'}, {'name': 'Hùng Lộc', 'content': 'Thì thôi chứ bt sao h'}, {'name': 'Huyen Trang', 'content': 'Yêu ngưu ma vương đi, đừng nhị lang thần hay hồng hài nhi gì hết á =)))'}, {'name': 'Nguyễn Lữ Kiệt', 'content': 'Huyen Trang tin chuẩn chưa shop'}, {'name': 'Huyen Trang', 'content': 'Nguyễn Lữ Kiệt chuẩn nhe, shop trải rồi shop biết hết á'}, {'name': 'Nguyễn Lữ Kiệt', 'content': 'Huyen Trang ren mà shop uyên đòi săn hồng hà nhi áo đen hôm bữa kìa shop'}, {'name': 'Xuân Trường', 'content': 'Mơ mộng mà, chấp nhận yêu thì ngồi nói chuyện với nhau 1 là tiếp tục 2 là dừng lại, quá ít sự lựa chọn để đắn đo'}]",218.0,216.0,200.0,175.0,88.0
425,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 15:55,"bạn cùng phòng k biết nấu ăn , nhắc mới làm , mặc quần áo của mình k xin phép, ăn đâu để đó nói xấu em nữa thì nên nói gì ạ , chứ em sợ mất lòng bạn bè dù mới ở cùng nhau 1 tháng ạ",No picture,"{'Thích': '8', 'Yêu thích': 0, 'Thương thương': 0, 'Haha': 0, 'Wow': 0, 'Buồn': '2', 'Phẫn nộ': 0}","[{'name': 'Xuân Trường', 'content': '1 tháng thì 1 là bạn đi 2 là bạn ấy đi đi bạn =)) để lâu để ối dồi ôi hơn hả!!'}]",219.0,217.0,201.0,176.0,89.0
426,No link,Người tham gia ẩn danh,Thành viên,12 tháng 11 lúc 15:54,"Gửi các bạn hay xin đi xin bài :)))
Không thân quen cũng đi xin nguyên chất xám người khác về rồi dựa vô đó làm, đâu ra chất xám sẵn cho các bạn vậy? Nhắn tin hỏi như thể đó là nhiệm vụ của người khác phải cho bạn vậy, còn không cho thì bạn đi nói xấu, nói người ta ích kỉ, không giúp đỡ bạn bè???? Mà là bạn thân cũng không ai làm thế cả, bạn thân lại càng tôn trọng chất xám của nhau hơn á :))
Nói vậy không có nghĩa là bản thân mình không muốn giúp đỡ, nhưng giúp đỡ cũng có giới hạn, không phải kiểu đi xin y nguyên bài rồi copy paste rồi thành bài của mình. Nếu bạn hỏi về cách làm, hoặc bạn nhờ mình kiểm tra giúp, nếu có thời gian mình sẽ giúp, còn không thì bạn phải tự thân tìm hiểu trau dồi, nhắc lại đó không phải là nghĩa vụ của người khác! Những người như vậy chắc là còn chả tìm hiểu, nghiên cứu trước đâu mà ỷ y rồi sẽ có người giúp mình á :))
Biết là ai rồi có lúc cũng cần giúp đỡ từ người khác, tôi cũng vậy, nhưng không đồng nghĩa với việc tôi có thể chia sẻ kiến thức mãi cho bạn biết được, đó phải là điều bạn tự nên tìm hiểu và học hỏi chứ? Đúng không? Và bạn phải biết ơn chứ. Có nhiều người hỏi xong rồi lặng tăm, không một tiếng cảm ơn hay thậm chí thả tim tin nhắn.
Thật sự là khi hỏi người khác về vấn đề gì đó tôi ngại lắm, ngại sợ người khác chê mình kém hiểu biết, sợ họ khó có thể chia sẻ chất xám, công sức đã bỏ ra của họ để mình có thể được tham khảo, mình sợ đơn giản mình tôn trọng công sức cá nhân của họ nên nếu họ giúp thì mình rất biết ơn, nhưng nếu họ không sẵn lòng thì cũng không sao cả, chất xám của họ thì họ có quyền chia sẻ hoặc không. Nhưng có vẻ nhiều người không hiểu điều này quá, các bạn thản nhiên vô tư đi xin y hệt ra mệnh lệnh như là người ta phải cho bạn!
Cuối cùng, bài viết tuy dài nhưng mong các bạn có thể hiểu được nội dung chính của nó, thân gửi các bạn!",No picture,"{'Thích': '11', 'Yêu thích': '4', 'Thương thương': 0, 'Haha': '3', 'Wow': 0, 'Buồn': 0, 'Phẫn nộ': 0}","[{'name': 'Mỹ Kha', 'content': 'Diễm Hằng lỡ xin có xíu mà bạn làm dữ vậy'}, {'name': 'Diễm Hằng', 'content': 'Mỹ Kha m á Kha m làm chi dữ rứa'}, {'name': 'Lê Viết Hoàng', 'content': 'Yến Nguyễn bớt đi xin bài lại nha e'}, {'name': 'Yến Nguyễn', 'content': 'Lê Viết Hoàng ủa xin ai má:)))'}, {'name': 'Lương Thị Khánh Huyền', 'content': 'Thường Thường mìn xinloi bạn :)('}, {'name': 'Thường Thường', 'content': 'Lương Thị Khánh Huyền mình cũng xin lỗi cậu'}, {'name': 'Hà Nhi', 'content': 'Thak bạn lớp t , k bt j hết vô thi hỏi bài phát ra 10điểm'}, {'name': 'Hà Ly', 'content': 'Mai Quách siêu siêu xinloi b'}, {'name': 'Từ Quang Minh', 'content': 'Dương Châu nói cái em nhột ngang…'}, {'name': 'Ngân Ngân Em', 'content': 'Ê tính đi hỏi bài luôn ớ Nguyễn Mai Trần Trà My Thuỳ Linh'}, {'name': 'Diệu Huỳnh', 'content': 'Lê Ngọc Uyên Nhi lỡ'}, {'name': 'Lê Ngọc Uyên Nhi', 'content': 'Diệu Huỳnh t cũng lỡ:)))'}, {'name': 'Đặng Thanh Phú', 'content': 'nhột người ghê'}, {'name': 'Nguyễn Trường Thọ', 'content': 'Nguyễn Tấn Vỹ bớt bớt lại nghe m'}]",220.0,218.0,202.0,177.0,90.0
