content,label,start
Mình mua ở gần nhà bình k có chữ đó cơ ạ,NEG,1
Giao áo khác,NEG,2
Cũng được,POS,4
"Mới giặt mới mặc 1lần mak mak đã bug dãn len, đứt máy sợi thun từa lưa r",NEG,1
Thời gian giao hàng tạm được Giá cả chấp nhận được Áo khá mỏng,NEU,3
Túi rất đẹp và đóng gói cẩn thận,POS,5
Vẫn sẽ ủng hộ shop dài dài,POS,5
Thời gian giao hàng hơi lâu chút,NEG,2
Mỏng mặc xấu,NEG,1
Thời gian giao hàng chậm như rùa bò -_-,NEG,1
Giao hàng nhanh giao lâu,NEU,3
Nhé,NEU,3
Màu trắng nhìn như phai màu,NEU,3
Hàng đẹp lắm,POS,4
Nên chát kĩ hỏi shop về sp,NEU,3
giày ưng cực,POS,5
Trả mk không bjk gưi lại shop đành lây vay áo phi bóng khó mặc rộng xấu,NEG,1
Áo đẹp nhưng tay áo bị lỗi,NEG,2
Còn đc chủ shop tặng kèm quà,POS,5
Sp len hơi mỏng,NEU,3
"Áo đẹp , mỗi tội shop gói sơ xài quá",NEU,3
"Thời gian giao hàng rất lâu, sảng không được hài cho lắm",NEG,1
Sáp loại nào cũng thơm,POS,5
Túi hộp đựng được nhiều đồ nhé mọi người,NEU,3
"Vừa gì đâu, thấy áo đẹp nên mới mua, lừa tình quá đi",NEG,1
Vải hơi mỏng,NEG,2
"Thời gian giao hàng rất nhanh, tối đặt sáng đã giao",POS,5
Váy rất đẹp,POS,4
Sản phẩm chất lượng quá tệ,NEG,1
Sp tốt nhưng mặc rộng quá😊😊😊 nhưng k sao mk tk,POS,4
Thun mỏng,NEU,3
Màu không giống trong ảnh,NEG,2
Rất đẹp 😍😍😍,POS,5
Sách đẹp,POS,5
Ren không giống trong hình,NEG,2
"Thời gian giao hàng rất nhanh, đặt hôm trc hôm sau có luôn",POS,4
Chất thì được như có một cái bị rách,NEG,2
Hơi tiếc là e không nhận được vớ :b,NEG,2
Áo rất nhỏ hơi thất vọng vì mình đã nhắn báo số kg mà shop ko nhiệt tình tư vấn,NEG,1
Shop làm ăn quá tệ,NEG,1
"Vỏ ngoài đẹp nhưng ko giữ hương lâu , mới xịt 1 tí là hết mùi liền ,,",NEU,3
"Chất lượng sản phẩm tuyệt vời, rất ưng ý vs sp",POS,5
"Các mẹ mà có con nhỏ, da nhạy cảm thì nên cân nhắc mua bỉm này nhé",NEG,1
hàng đẹp Chất lượng sản phẩm tuyệt vời,POS,5
Màu ngoài xấu,NEG,1
"Nhưng mình 57kg size M mặc ko vừa, có nhu cầu pass lại",NEU,3
bị rách nách và vai áo 😔,NEG,2
Chất lượng sản phẩm tuyệt vời.minh rat hai long voi san tham nay.ban gui size vua y voi minh,POS,5
Thời gian giao hàng hơi lâu,NEG,2
Sản phẩm đẹp tuy nhiên áo hơi mỏng,NEU,3
Phí ship cao hơn tiền hàng nữa,NEU,3
Chất lượng thế nào thì mình chưa test thử,NEU,3
Sáng th4 mình đặt hàng vì cần gấp nên mình có chat nói với shop thế là hsau shop đã giao hàng cảm ơn shop nhiều nhiều,POS,4
"Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Thời gian giao hàng rất nhanh, mình 45 kg sezi l hoi to",POS,5
Chất lượng sản phẩm tạm được,NEU,3
The color is a little dark than pictures,NEU,3
Chất lượng sản phẩm tuyệt vời,POS,5
Lần sau sẽ gé tiếp,POS,5
Với bị dính,NEU,3
Dạ mềm mịn,POS,4
Vải dày,NEU,3
Áo so với giá tiền là ok,NEU,3
Vải mỏng,NEG,2
Không đáng tiền Chất lượng sản phẩm kém,NEG,1
Chị chủ shop rất nhiệt tình dễ thương 😊,POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn,POS,4
Tuy nhiên áo bị lệch vạt,NEG,2
Mỗi áo 1 loại vải luôn,NEU,3
Chất lượng phù hợp với giá tiền,NEU,3
"Đóng gói siêu chắc chắn luôn nè, chưa dùng nên chưa biết có che tốt hay ko, thử ra tay thì chống nước tốt 💜",POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn vải hơi cứng,POS,4
Áo này ai eo con kiến mặc siêu đẹp,NEU,3
Áo gửi khác màu,NEU,3
Sp rất ok .thanks shop,NEU,3
Mỗi tội thấy trên app nhà cc delay giao hàng 3 lần,NEU,3
"Vải đẹp, hơi dày nhưng ko nặng tay lắm",POS,4
Chứ t k chấp nhận cái giá vài trăm mà sale còn 72k đâu ạ:)),NEU,3
Thời gian giao hàng nhanh,NEU,3
Tạm ĐK vì soi khoảng 10 phút là nóng,NEU,3
Shop phục vụ rất tốt Thời gian giao hàng rất nhanh,POS,4
Mở ra hộp rách seal móp méo,NEG,1
mong lần sau shop tv nhiệt tình hơn,NEG,2
"Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh, rất thích shop, ủng hộ dài dài",POS,5
Chất áo đẹp,POS,4
Vải đẹp lắm ạ,POS,4
Nhưng đẹp,POS,4
Áo khá mỏng và cụt hơn mình nghĩ Đóng gói sản phẩm ok,NEG,2
Váy đẹp nhưng phần lót trong mỏng nên dễ thấy quần trong,NEU,3
Chất xấu dã man,NEG,1
Ok c,NEU,3
Nói chung là đáng tiền :))),POS,5
Giao hành nhanh,NEU,3
lịch sự,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Thất vọng,NEG,1
"Hàng đóng gói cẩn thận, giá tốt và chủ shop dễ thương",POS,4
"Chất lượng sản phẩm kém, áo giao về mở ra bung chỉ tùm lum, bung luôn cả cái túi áo ra :))",NEG,1
Ha gf như cho trẻ con😤,NEG,1
"Đường may cẩu thả, chỉ thừa tùm lum",NEG,1
lovely summer dress,POS,4
Áo bị phai màu ☹️,NEG,1
Giao hàng thì như beep,NEG,1
Đường may không điều dễ rách,NEG,2
Nơ xấu bị vải tưa ra,NEG,1
Chất lượng sản phẩm tuyệt vời áo đẹp lắm shop nha,POS,4
Lúc đầu cũng k kì vọng lắm nhưng nhận được hơi bất ngờ,POS,5
Màu cam cháy bật tone da và răng,POS,5
Áo đẹp,POS,5
Cách phục vụ cũng rất tốt,POS,5
Tay Áo đẹp,POS,5
Mình mua về để tặng mà khăn có vết bẩn như thế này :(((,NEG,2
"Chưa mặc nên không biết sao, cảm nhận ban đầu là màu sắc nhẹ nhàng dễ thương",POS,4
Hàng sấu vãy quá mỏng,NEG,2
giá tốt. nhưng giao hàng chậm quá. không có số đt liên hệ khi cần gấp,NEU,3
"Đẹp nhưng đế hơi cứng, đi lâu dễ đau chân",NEU,3
"Vải k được đẹp lắm, nhưng vs giá mua thì OK..",NEU,3
KHÔNG NÊN MUA CỦA SHOP,NEG,1
Áo đẹp mà m mặc xoq ko có gương soi ko biết hợp ko nữa @.@,NEU,3
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Chất áo kém ... áo như li lông Rất không đáng tiền,NEG,1
Giao hàng nhanh. .mua sp thì hỏi kĩ trước tránh thất vọng,NEU,3
Vải áo phần màu trắng vải thô ko đc đẹp Đóng gói sản phẩm chắc chắn Shop phục vụ khá tốt,NEU,3
"áo free size nên rộng, mình 49 kg mà mặc vô rộng lắm luôn",POS,5
Nói chung đều rất hoàn hảo!!!,POS,5
Chất xấu,NEG,1
K thấy thơm,NEG,2
"Mực ngon, ngọt lắm nhé",POS,5
Nhưng hơi rộng chân,NEU,3
Màu không như hình mẫu treo,NEU,3
"Bó tay, không biết nhìn giống nhau chỗ nào nữa 👎🏻👎🏻👎🏻👎🏻",NEG,1
Quần đẹp.vải dày.đáng tiền,POS,4
"Form đẹp, nhưng size này cho ng <45kg thì vừa, m 48kg mặc chật",POS,4
Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt Shop phục vụ rất tốt,POS,5
Hàng fake thôi chứ vẫn ko phải spf,NEG,1
Nói chung tạm ổn,NEU,3
"Giày đẹp,êm,mềm cơ mà giày bị buộc bằng dây nên hơi mất form",POS,4
Hư 1 bên tai,NEG,1
"Áo không đẹp, khác màu trong hình",NEG,2
Vote 10 sao hihi Thời gian giao hàng rất nhanh,POS,5
Bo thun thi ok,NEU,3
Nhìn lại mẫu bao nhiêu cân,NEG,2
Màu bạc k giống hình,NEG,2
❤️ Đóng gói sản phẩm rất đẹp và chắc chắn Thời gian giao hàng rất nhanh Rất đáng tiền Shop phục vụ rất tốt,POS,5
Sản phẩm y hình chất ren mịn chủ shop dễ thương,POS,5
Váy hơi mỏng,NEU,3
"Áo form rộng lắm nha mọi người, chất liệu mình ko biết là gì mà nhìn dạng như phi bóng á, cô chủ bán hàng dễ thương",POS,5
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sản phẩm tuyệt vời,POS,5
"So với giá tiền 50k mình thấy ổn, vải khá đẹp, mềm, áo giống hình",NEU,3
Vải hơn thô cứng,NEG,2
"áo bé tí, con nhà m lớp 2 mặc vừa",NEG,1
Hàng y như hình,NEU,3
Mua 2 ưng 1 tạm chấp nhận cho shop 3*,NEG,1
Mk sẽ ủng hộ nhiệt tình,NEU,3
Chung 1 set khong dong nhat kich thuoc,NEG,2
Áo mặc đẹp ủng hộ shop dài dài,POS,5
Máy trầy nhìu,NEG,2
"quan giong nhu hinh,phu hop voi gia tien.mac rat vua y",POS,5
Quá ok nha shop,POS,5
Xinh ạ :),POS,5
"Vải đẹp, mềm",POS,5
Đóng gói sản phẩm quá xấu,NEU,3
Hàng đẹp lắm ạ,POS,5
"Hàng đẹp, chất lượng",POS,5
Chất lượng sản phẩm kém,NEG,1
Đóng gói chắc chắn sp ok,POS,5
Áo giống hình,NEG,2
Cháu tôi rất thích,POS,5
Quần vậy mà mỏng thế mặc sao ta,NEG,2
Quá,NEU,3
Áo đẹp lắm nè,POS,5
Mình mua sọc xanh nhưng shop lại gửi sọc đen :(,NEG,2
Quần ngắn quá mặc không đẹp so với hình ko giống quần 9 tất cũng ko giống quần dài,NEG,2
Còn lại đều ok,NEU,3
Giá hơi cao,NEU,3
Nhắn tin cho shop thì không được trả lời‼️💢,NEG,1
Tien nao cua đó,NEU,3
Chất cũng đẹp nhưng quần hơi ngắn,NEU,3
Ok,NEU,3
Áo màu đậm hơn so với trên hình nhưng vẫn xinh lắm ạ 😙,POS,4
"Bạn chủ shop nhiệt tình, gói hàng cẩn thận và giao hàng khá nhanh",POS,4
camera cho điện thoại thì k rõ nét tầm ảnh kém,NEG,1
Chất lượng sản phẩm tuyệt vời phọt hơi rộng nhưng vãi mềm Rất đáng tiền,POS,4
Ly gì toan bố,NEU,3
Hàng chất lượng,POS,5
Vải ko đẹp lắm tiền nào của ấy . gửi nhầm màu áo,NEG,2
Hơi buồn tí,NEU,3
Chất ko đẹp,NEG,1
Lần tới ủng hộ shop nữa nhé,POS,5
Đã mua của shop vài lần rất ưng về chất lượng và giá lại rẻ,POS,5
Nỉ,NEU,3
"Đẹp nhưng k giống mẫu lắm, thiếu cái dây nón",POS,4
Mình lấy cho khách mà lại ko đúng mẫu,NEG,1
"Vải mỏng rũ, màu đen lên dáng áo ok hơn trắng",NEU,3
"Chất lượng tồi, bị rách không thể mặc đước",NEG,1
Fom đẹpi,POS,5
Vải Áo quá tệ,NEG,1
"Giá này quá OK,chất liệu thì khỏi chê,mua nhiều đc tặng quà.luôn ủng hộ shop",POS,5
Hàng đẹp lăm y hình,NEU,3
Rất đáng tiền,POS,5
Kích thước cũng không được to,NEU,3
Cũng được,NEU,3
Rõ ràng ghi là chất liệu kaki nhưng hàng lại là chất vải mềm,NEG,2
Có điều cái hồng lần này m ko thích lắm,NEG,2
Tuy nhiên phí gui hơi cao,NEU,3
Hang thai lan sản xuất tại Trung Quốc,NEU,3
Áo hơi dài..,NEG,2
Quần bị rách 😑😑😑,NEG,1
Nhầm size,NEU,3
"Lúc mới lấy ko để ý kĩ ,h xem lại hóa ra áo bị loang màu, bạn bán hành lỗi cho khách sao",NEG,2
"Hàng đẹp lắm, cám ơn shop nha 😍😍😍",POS,5
"Túi giống như mô tả, chất túi mềm mịn, đường may chắc chắn, điểm trừ duy nhất là shop gửi sai màu cho mình",POS,4
Lại giao hàng rất nhanh nữa,POS,4
Chị bán hàng nch dễ thương,POS,5
Hàng k đc rộng như trong hình,NEG,2
Cho 1 sao vì bị liên luỵ bởi các sản phẩm kém được giao cùng Shop phục vụ rất kém,NEG,1
Bị nhầm lẫn một chút nhưng shop đổi hàng rất nhanh trong ngày,POS,5
Shop phục vụ rất kém,NEG,1
shop gửi thiếu đồ nhắn tin thì không nhận được phản hồi,NEG,1
"Áo đẹp, đáng iu, mặc vừa vặn",POS,5
"Len mỏng ko phải chất dầy dặn, dáng áo khá ok",NEG,2
Shop doi sao giup minh nhe....do minh di nha trang vừa về nên hnay mới mặc thử,NEU,3
"Áo đẹp, chất liệu y hình",NEU,3
Đóng gói tạm ổn,NEU,3
Mặc rất ôm,POS,5
Túi mùi hoi Chất lượng sản phẩm tạm được,NEG,2
Đặt màu da nhưng giao màu hồng,NEG,2
Ko biết chất lượng thì thế nào,NEU,3
Màu áo sơmi ở ngoài không đậm như hình nhưng bù lại là chất áo khá là đẹp nên nói chung là ưng ❤️,POS,5
Áo đẹp nhưng tay áo vẫn còn nhiều chỉ thừa và bị dơ ở 2 ống tay :(,NEG,2
Bự quá😂😂😂,NEG,2
Lần này mới nhớ,NEU,3
Chất lượng sản phẩm tuyệt vời Đóng gói sản phẩm rất đẹp và chắc chắn Shop phục vụ rất tốt Rất đáng tiền Thời gian giao hàng rất nhanh.nhưng phom hơi to.bạn nào đặt thì lùi lại 1 size nhé,POS,5
50kg mặc hơi kích vai,NEG,2
Hàng len lô chỉ đáng giá 30K,NEG,1
Nó ko đáng nhưng nhiều ng thì rất đáng...... mình lv vs Giao Hàng Nhanh,NEG,1
"Áo rất đẹp, chất lượng tuyệt vời",POS,4
Mua 3 áo thì 3 chất khác nhau,NEU,3
Bra vừa mặc thử xong bị rách luôn đường Chỉ nách,NEG,1
"Chất vải mỏng, mát",NEU,3
Mặc lên rất xinh,POS,5
Shop giao hàng lâu 3-4 ngày mới nhận dc,NEU,3
Hài lòng về châdt lượng,POS,5
Không giống hình màu k đẹp nhưng vải thì đc,NEU,3
Thời gian giao hàng rất nhanh,POS,5
Áo có vài chổ bị dings màu nhưng vải oke,NEU,3
"Đầm xinh lắm 😍, vải ok, giá lại rẻ đáng mua nha mng, không phải phân vân nữa ạ👍",POS,5
"Sản phẩm ko đúng với hình ảnh quảng cáo , quá dắt với sô tiền bỏ ra 😒",NEG,1
Xuc chỉ tùm lum,NEG,2
Chất lượng sản phẩm rất kém,NEG,1
"Mua màu hồng nhẹ nhàng như hình mà shop lại giao cái màu hồng chóe nhất, màu chả giống hình tẹo nào cả",NEG,2
"Loại này thun da cá, ko phải loại thun mình ưng nhưng được cái lại có qà tặng, giao hàng nhanh",POS,4
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt Rất đáng tiền. được tặng quà nữa chứ. sẽ còn quay lại,POS,5
"Áo mỏng, chất thun ko phải len, 3 cái 2 loại vải khác nhau",NEU,3
Áo hơi ngắn tay nhưng vẫn đẹp,NEG,2
Nhưng áo không thể ra hình cánh dơi giống hình,POS,4
"Chưa sử dụng, chưa bóc nhưng cũng vẫn ngửi thấy mùi phía bên ngoài",POS,5
Chất vải chưa đẹp lắm nhưng dù s như thế là hợp với giâ tiền rồi,POS,4
Gói hàng hết hạn,NEG,1
Làn trước hài lòng còn lần này quá thất vọng,NEG,1
Ko rộng như trong ảnh,NEU,3
Thiếu áo,NEG,2
Vải dễ nhăn,NEG,2
Thời gian giao hàng chậm Đóng gói sản phẩm rất đẹp và chắc chắn Chất lượng sp OK,NEU,3
"Đường may kém, dễ sút chỉ",NEG,2
Quần đẹp mk mặc ưng lắm nhe,POS,5
Form đẹp mỗi cái là có 3 size nhưng k sao,NEU,3
"Nhận hàng song mà thất vọng tràn trề, màu son gì mà giống màu mắm ruốc lâu năm da bị hư, cũng may là mua lúc giảm giá 9k",NEG,2
Sản phẩm gần giống với hình ảnh Đóng gói sản phẩm tạm được,NEU,3
Túi hơi to,POS,4
"Chất vải phù hợp giá tiền, nhg mặc ko vừa",POS,4
Đóng gói sản phẩm quá kém,NEG,2
Đã giới thiệu 4 người mua,NEU,3
"Áo đẹp lắm các bác ạ, giao hàng lại nhanh nữa",POS,5
"Chất lượng k tốt,chạy chập chờn lúc được lúc k.khi không được phải xoá và tải lại phần mềm nên bất tiện",NEG,1
Sản phẩm chắc chắn,POS,4
Đóng gói sản phẩm rất đẹp và chắc chắn,POS,5
đóng gói cẩn thận nhưng vải hơi xấu. mặc thử lột ra bung chĩ sổ lông rồi. áo 2 dây thì k mặc nổi,NEG,1
"Túi rất đẹp,",POS,5
Muốn làm đại lý sỉ,POS,5
Y hệt keo 502 🐘🐘🐘,NEU,3
"Áo đẹp nhưng có điều dây kéo k tốt lắm, em vừa mới kéo xong nó bị hư mata tiêu :v",NEU,3
Áo dang chuẩn,POS,5
ko đáng tiền mua😏😏,NEG,1
C Chất lượng sản phẩm tuyệt vời Rất đáng tiền Thời gian giao hàng rất nhanh,POS,5
Màu chì vải dày dặn tuy nhiên nhanh xù,NEU,3
1: shop rất nhiệt tình,POS,5
Chất lượng sản phẩm tuyệt vời hang dep y hinh,POS,4
Còn cái size s thì bị mốc,NEG,1
Áo đẹp dày dặn lắm ạ,POS,4
"Nhưng mình cũng có xíu góp ý dành cho shop, là nên phân loại size:s/m/l.. thì sẽ phù hợp hơn với khách hàng",NEU,3
Đã nhận đc hàng giao thiếu cái váy nt shop k trã lời hình thức giống lừa đảo quá,NEG,1
Mong shop lần sau gói hàng kiểm tra kỹ trước khi gói,NEG,2
"Shop phục vụ rất tốt ,giao hàng chậm hơn mong đợi",NEU,3
Xuất sắc 😍😍,POS,5
Chất lượng sản phẩm tuyệt vời Shop phục vụ rất tốt có điểm trừ là hàng rất bụi và dây nguồn và vga rất cũ mong shop rút kinh nghiệm,NEG,2
Có ghi chú shop 5 đen 5 xám rùi n vẫn gửi 10 đen😭😭😭,NEG,2
Shop nên chú ý hơn cho những ng mua sau,NEG,2
Shop phục vụ tốt nhưng áo màu k đc trắng như hình,NEU,3
Sản phẩm ok vs giá tiền,NEU,3
Chất lượng sản phẩm rất kém hàng quá tệ đặt màu hồng mà gửi màu mắm ruốc thất vọng,NEG,1
"Cảm ơn admin, chủ shop bán thẻ nhé ạ",NEU,3
kiểu đc nhưng vải xấu quá :((((,NEG,2
Shop vui lòng cẩn thận giúp mình để tránh mất thời gian 2 bên ạ,NEG,1
Rất ok với giá tiền nha,POS,5
Chất áo nóng và không đẹp áo k giống hình Rất không đáng tiền,NEG,1
Yếm hơi rộng,NEU,3
"Giao hàng nhanh , đóng gói chắc chắn , nhưng sp k như mình mong đợi",NEU,3
"Shop phục vụ rất kém, đã giao hàng sai cho khách, hứa giao lại, ko thấy giao lại, đành phải hoàn hàng trên shopee, shop ko có thiện chí hợp tác để bên mình sớm nhận đk tiền, nếu ko kiên trì gọi lên shopee và ko biết quy định của shopee thì chắc đành nhận số hàng giao sai rồi",NEG,1
